Y,id,Organization.Name,Industries,Headquarters.Location,Description,CB.Rank..Company.,Estimated.Revenue.Range,Founded.Date,Founded.Date.Precision,Industry.Groups,Number.of.Founders,Number.of.Employees,Number.of.Funding.Rounds,Total.Funding.Amount,Number.of.Investors,IPO.Status,IPO.Date,Acquisition.Status,Number.of.Events,Number.of.Lead.Investors,Funding.Status,Last.Funding.Date,Last.Funding.Amount.Currency..in.USD.,Last.Funding.Type,IPqwery...Total.Patents,IPqwery...Total.Trademarks,Investment.Stage
0,844,Cloud9,"eSports, Gaming, Online Games, Sports","Los Angeles, California, United States","Cloud9 is a professional multi-game esports organization that is based in the Los Angeles, California area.",19542,$1M to $10M,5/23/2013,day,"Gaming, Sports",2,11-50,3,73000000,25,Private,NA,NA,1,3,Early Stage Venture,10/15/2018,50000000,Series B,0,30,NA
0,845,PRØHBTD,"Cannabis, Consumer Goods, Content","Culver City, California, United States",PRØHBTD is a cannabis consumer goods and content company.,19557,$1M to $10M,10/1/2014,day,"Community and Lifestyle, Consumer Goods, Food and Beverage, Health Care, Media and Entertainment",3,51-100,3,8000000,4,Private,NA,NA,NA,1,Early Stage Venture,6/11/2018,8000000,Series A,0,3,NA
0,846,Club Speed,Software,"Corona, California, United States",Club Speed is a developer and operator of a cloud-based venue management and competitive timing system software.,19587,NA,1/1/2005,year,Software,1,NA,1,20000000,2,Private,NA,Was Acquired,NA,1,M&A,4/23/2019,20000000,Private Equity,0,4,NA
0,847,Chef'd,"Cooking, Food Delivery","El Segundo, California, United States","Chef'd is great for anyone who enjoys cooking, wants to save time planning meals & grocery shopping.",19598,$50M to $100M,1/1/2013,year,"Food and Beverage, Transportation",2,101-250,2,40461000,2,Private,NA,NA,NA,2,Early Stage Venture,8/8/2017,35211000,Series B,NA,NA,NA
0,848,Avanir Pharmaceuticals,"Biotechnology, Health Diagnostics, Medical Device","Aliso Viejo, California, United States",Avanir Pharmaceuticals is a biopharmaceutical company focused on providing medicines to patients with central nervous system disorders.,19607,NA,1/1/1988,year,"Biotechnology, Health Care, Science and Engineering",NA,101-250,2,46200000,4,Delisted,2000-04-14,Was Acquired,NA,NA,M&A,6/26/2012,30000000,Debt Financing,11,19,NA
0,849,Branded Online,"E-Commerce, Internet, Online Portals","Costa Mesa, California, United States","Branded Online is a dynamic technology company that delivers enterprise-class ecommerce, marketing, and logistics solutions to brands.",19715,$1M to $10M,1/1/2009,year,"Commerce and Shopping, Internet Services",2,101-250,2,8332996,3,Private,NA,NA,NA,NA,NA,6/14/2017,4332996,Venture - Series Unknown,0,8,NA
0,850,Epica International,"Health Diagnostics, Medical Device, Robotics, Software","San Clemente, California, United States","Epica International designs, develops and distributes progressive robotic systems.",19732,$10M to $50M,1/1/2013,year,"Hardware, Health Care, Science and Engineering, Software",2,51-100,10,28400000,2,Private,NA,NA,NA,2,Early Stage Venture,5/24/2019,300000,Convertible Note,18,0,NA
0,851,nimble,"Consumer, Consumer Electronics","Costa Mesa, California, United States","nimble is a  consumer tech brand committed to creating high-quality, eco-friendly tech products  ",19737,Less than $1M,1/1/2018,year,"Consumer Electronics, Hardware",1,1-10,2,2500000,3,Private,NA,NA,NA,2,NA,11/15/2018,1000000,Debt Financing,0,4,NA
0,852,Bitium,"Cloud Computing, Cyber Security, Identity Management, SaaS, Security, Software","Santa Monica, California, United States","Bitium is a SaaS-based software operating system providing app management, single sign-on and analytics for cloud-based apps.",19788,NA,3/5/2012,day,"Information Technology, Internet Services, Privacy and Security, Software",2,11-50,4,14900000,16,Private,NA,Was Acquired,2,3,M&A,8/30/2016,6000000,Venture - Series Unknown,NA,NA,NA
0,853,Breathe Technologies,"Health Care, Health Diagnostics, Therapeutics","Irvine, California, United States",Breathe Technologies provide healthcare providers and patients with respiratory therapies that optimize breathing and mobility.,19821,$1M to $10M,1/1/2005,year,Health Care,3,51-100,6,56360001,6,Private,NA,Was Acquired,NA,2,M&A,10/31/2017,6250001,Venture - Series Unknown,85,17,NA
0,854,Johnnie-O,"Fashion, Retail, Shopping","Santa Monica, California, United States",Johnnie-O is a retail business specializing in West Coast Prep style clothing.,19863,NA,1/1/2005,year,"Clothing and Apparel, Commerce and Shopping, Design",1,11-50,5,23480381,NA,Private,NA,NA,NA,NA,NA,1/18/2019,4281000,Venture - Series Unknown,0,18,NA
0,855,CloudSight Inc.,"Artificial Intelligence, Image Recognition, Mobile Apps, Software, Visual Search","Los Angeles, California, United States",CloudSight's mission is to make AI see.,19903,NA,1/1/2012,year,"Apps, Artificial Intelligence, Data and Analytics, Internet Services, Mobile, Science and Engineering, Software",2,11-50,11,7545000,5,Private,NA,NA,NA,NA,NA,7/1/2016,475000,Convertible Note,1,1,NA
0,856,CU Direct,"Lending, Retail, Robotics","Ontario, California, United States","CU Direct helps credit unions, dealers and affinity groups succeed.",19937,$50M to $100M,1/1/1994,year,"Commerce and Shopping, Financial Services, Hardware, Science and Engineering, Software",NA,251-500,1,1035000,NA,Private,NA,NA,NA,NA,NA,8/17/2018,1035000,Venture - Series Unknown,0,13,NA
0,857,"Fox Rent A Car, Inc.","Car Sharing, Rental","Los Angeles, California, United States",Fox Rent A Car is a value-based car rental brand catering to airport travelers.,19942,$100M to $500M,1/1/1989,year,"Commerce and Shopping, Transportation",2,501-1000,1,25000000,2,Private,NA,Made Acquisitions,NA,1,NA,7/21/2017,25000000,Venture - Series Unknown,0,2,NA
0,858,Lantronix,"Hardware, Internet of Things, IT Infrastructure, Network Security, Software","Irvine, California, United States",Lantronix is a global provider of smart IoT (Internet of Things) solutions.,19960,$10M to $50M,1/1/1989,year,"Hardware, Information Technology, Internet Services, Privacy and Security, Software",1,101-250,2,6500000,NA,Public,2000-08-11,Made Acquisitions,13,NA,IPO,6/20/2016,2000000,Venture - Series Unknown,41,51,NA
0,859,CurbStand,"Automotive, FinTech, Mobile, Mobile Payments, Parking, Public Transportation, Transportation, Travel","West Hollywood, California, United States","Seamless, cashless valet parking in Los Angeles. Pay & tip right from your phone.",19963,NA,1/1/2013,year,"Financial Services, Mobile, Payments, Software, Transportation, Travel and Tourism",4,11-50,5,5100000,1,Private,NA,Made Acquisitions,NA,NA,Seed,12/25/2015,600000,Seed,0,2,NA
0,860,MFour Mobile Research,"Consumer Applications, Market Research, Mobile Apps, Personal Branding, Product Research","Irvine, California, United States",MFour Mobile Research is a developer of mobile survey and research software,19964,$1M to $10M,1/1/2001,year,"Apps, Data and Analytics, Design, Mobile, Sales and Marketing, Software",2,51-100,1,5000000,2,Private,NA,NA,1,1,Early Stage Venture,4/11/2017,5000000,Series B,0,8,NA
0,861,DNA Genetics,"Brand Marketing, Cannabis","Los Angeles, California, United States",DNA Genetics a globally recognized leading cannabis brand.,19994,NA,1/1/2004,year,"Community and Lifestyle, Food and Beverage, Health Care, Sales and Marketing",2,NA,1,35000000,1,Private,NA,NA,NA,1,NA,12/3/2018,35000000,Corporate Round,0,97,NA
0,862,Eton Pharmaceuticals,"Biopharma, Biotechnology, Health Care, Pharmaceutical","Studio City, California, United States",Eton Is focused on the development and commercialization of innovative sterile injectable product candidates utilizing.,20020,$500M to $1B,1/1/2017,year,"Biotechnology, Health Care, Science and Engineering",1,NA,1,20000000,NA,Public,2018-11-12,NA,NA,NA,IPO,6/20/2017,20000000,Series A,NA,NA,NA
0,863,F/ELD,Cannabis,"Los Angeles, California, United States","F/ELD is a cannabis brand focused on the ""ultra premium"" portion of the cannabis market.",20046,NA,1/1/2015,year,"Community and Lifestyle, Food and Beverage, Health Care",1,NA,1,6000000,2,Private,NA,Was Acquired,NA,1,M&A,9/20/2018,6000000,Venture - Series Unknown,NA,NA,NA
0,864,Lantern Credit,"Credit, Financial Services, FinTech","Newport Beach, California, United States","Lantern Credit, LLC is a financial technology company working to solve systemic inefficiencies in the consumer credit market.",20094,$1M to $10M,1/1/2013,year,"Financial Services, Lending and Investments",2,11-50,1,42000000,1,Private,NA,NA,2,1,Early Stage Venture,9/10/2015,42000000,Series A,1,0,NA
0,865,17hats,"Internet, Internet of Things, Project Management, Software","Los Angeles, California, United States","17hats is the complete system that helps automate, organize, and optimize small business management for freelancers and entrepreneurs.",20152,NA,1/1/2014,year,"Internet Services, Software",2,11-50,4,5250000,3,Private,NA,NA,1,1,Early Stage Venture,8/8/2017,NA,Series A,0,1,NA
0,866,Curri,"Building Material, Construction, Delivery Service","Ventura, California, United States",Curri delivers construction supplies and materials.,20236,NA,1/1/2018,year,"Real Estate, Transportation",1,1-10,1,150000,1,Private,NA,NA,NA,1,Seed,8/19/2019,150000,Seed,0,2,NA
0,867,W4,"Advertising, Brand Marketing, Lead Generation, Sports","Santa Monica, California, United States",W4 provides business process management solutions through an expansive network of publishers.,20244,NA,1/1/2009,year,"Advertising, Sales and Marketing, Sports",4,11-50,1,10000000,1,Private,NA,Was Acquired,1,1,M&A,6/20/2011,10000000,Debt Financing,NA,NA,NA
0,868,VYRL,"Big Data, Digital Marketing, E-Commerce, Marketing Automation, Social Media Marketing","Irvine, California, United States",VYRL is building the biggest E-commerce Network in the world.,20250,NA,10/15/2015,day,"Commerce and Shopping, Data and Analytics, Sales and Marketing, Software",2,11-50,3,3065000,7,Private,NA,NA,NA,2,Early Stage Venture,6/1/2019,NA,Series A,0,9,NA
0,869,FameBit,"Advertising, Marketing, Social Network","Santa Monica, California, United States",Fame Bit is a YouTube marketing platform where brands collaborate with YouTube influencers and create videos.,20267,NA,1/1/2013,year,"Advertising, Internet Services, Sales and Marketing",2,11-50,2,1500000,6,Private,NA,"Made Acquisitions, Was Acquired",7,NA,M&A,6/20/2014,1500000,Seed,NA,NA,NA
0,870,The Hollywood Reporter,"Celebrity, Events, Film, Law Enforcement, Music, News, Photography, Video","Los Angeles, California, United States","The Hollywood Reporter is an online platform, providing entertainment news, reviews, videos, and analysis for its users.",20300,NA,9/3/1930,day,"Content and Publishing, Events, Government and Military, Media and Entertainment, Music and Audio, Privacy and Security, Video",NA,251-500,,,NA,Private,NA,Made Acquisitions,NA,NA,NA,,NA,NA,NA,NA,NA
0,871,Snipfeed,"Media and Entertainment, Mobile","Los Angeles, California, United States",ALL YOUR FAVORITE CONTENT IN ONE PLACE,20309,NA,1/1/2018,day,"Media and Entertainment, Mobile",3,1-10,3,700000,8,Private,NA,NA,NA,NA,Seed,7/1/2019,300000,Pre-Seed,NA,NA,NA
0,872,CUDDLY Inc.,"Crowdfunding, Information Technology, Pet","Seal Beach, California, United States",CUDDLY is a fundraising platform serving animal rescue and shelter partners worldwide.,20318,NA,1/1/2014,day,"Community and Lifestyle, Financial Services, Information Technology",2,1-10,7,2530000,3,Private,NA,NA,NA,2,Seed,12/1/2018,1080000,Seed,0,7,NA
0,873,DataHero,"Analytics, Big Data, Business Intelligence, Data Visualization, Software","Santa Monica, California, United States",DataHero is a leading cloud business intelligence software platform that specializes in data visualization and data dashboards.,20324,NA,10/1/2011,day,"Data and Analytics, Design, Information Technology, Software",1,1-10,5,10250000,9,Private,NA,Was Acquired,NA,1,M&A,6/15/2015,NA,Secondary Market,NA,NA,NA
0,874,Biolase,"3D Printing, Biotechnology, Health Care, Medical Device","Irvine, California, United States",Biolase develops lasers and related products for providing biological treatments that reduce pain.,20325,$1M to $10M,1/1/1987,year,"Biotechnology, Health Care, Manufacturing, Science and Engineering",NA,251-500,6,77024004,4,Public,2003-06-10,NA,NA,1,IPO,3/8/2018,6000000,Post-IPO Debt,122,59,NA
0,875,LaunchRock,"Enterprise Software, SaaS, Social Media","Walnut, California, United States","LaunchRock is an online platform that enables its users to create viral ""Launching Soon"" pages with built in sharing tools and analytics.",20348,NA,1/28/2011,day,"Internet Services, Media and Entertainment, Software",4,51-100,1,800000,8,Private,NA,"Made Acquisitions, Was Acquired",1,NA,M&A,11/8/2011,800000,Seed,NA,NA,NA
0,876,Boon,"College Recruiting, Human Resources, Recruiting, Social Media, Social Recruiting","Los Angeles, California, United States",Game-changing referral engagement network,20364,$1M to $10M,1/1/2016,year,"Administrative Services, Education, Internet Services, Media and Entertainment, Professional Services",3,1-10,9,670304,4,Private,NA,NA,4,NA,Seed,8/1/2018,NA,Non-equity Assistance,0,2,NA
0,877,Cinq Music,"Music, Music Label, Music Streaming","Santa Monica, California, United States",Cinq is a record label and music distribution company that provides rights management and brand management services.,20373,$1M to $10M,1/1/2012,year,"Internet Services, Media and Entertainment, Music and Audio",1,11-50,3,60000000,1,Private,NA,NA,NA,1,Late Stage Venture,8/13/2019,40000000,Series C,0,1,NA
0,878,Chill,"E-Commerce, Social Network, Video","Los Angeles, California, United States",Chill is social video discovery platform.,20393,NA,1/1/2010,year,"Commerce and Shopping, Internet Services, Media and Entertainment, Video",2,1-10,2,9500000,5,Private,NA,NA,NA,NA,Early Stage Venture,6/27/2012,8000000,Series A,0,12,NA
0,879,Liquidata,"Big Data, Database, Information Technology, Internet, Software","Santa Monica, California, United States","Liquidata is a software company that builds an open source database called Dolt, a SQL database with native Git versioning.",20406,NA,4/13/2018,day,"Data and Analytics, Information Technology, Internet Services, Software",3,11-50,1,2000000,1,Private,NA,NA,NA,1,Seed,1/16/2019,2000000,Seed,NA,NA,NA
0,880,friendbuy,"Digital Marketing, E-Commerce, Enterprise Software, Retail Technology, SaaS","Los Angeles, California, United States",Powering referral marketing for the hottest companies in e-commerce.,20418,NA,1/1/2010,year,"Commerce and Shopping, Hardware, Sales and Marketing, Software",1,11-50,2,1800000,5,Private,NA,NA,NA,NA,Seed,2/16/2018,500000,Debt Financing,0,1,NA
0,881,Ocean Freight Exchange,E-Commerce,"Los Angeles, California, United States","AI-marketplace for the non-containerized dry bulk, tanker, and gas freight markets.",20432,$1M to $10M,1/1/2015,year,Commerce and Shopping,2,11-50,1,3300000,3,Private,NA,NA,NA,1,Seed,7/1/2018,3300000,Seed,NA,NA,NA
0,882,Thrive Causemetics,"Beauty, Charity, Cosmetics","Los Angeles, California, United States","Thrive Causemetics offers cosmetics that are cruelty-free, vegan, and formulated with safe ingredients.",20446,NA,1/1/2013,year,Consumer Goods,1,11-50,2,260000,1,Private,NA,NA,NA,1,Seed,11/13/2015,165000,Angel,0,7,NA
0,883,Tagnos,"Health Care, Hospital, Real Time","Irvine, California, United States",Tagnos are a team committed to working with healthcare organizations to simplify the hospital-patient experience.,20457,NA,1/1/2005,year,Health Care,1,11-50,4,5500000,6,Private,NA,NA,NA,3,NA,6/7/2018,NA,Venture - Series Unknown,NA,NA,NA
0,884,Terran Orbital,"Aerospace, Machinery Manufacturing, Manufacturing, Satellite Communication","Irvine, California, United States","Terran Orbital are the leading innovators and providers of picosatellites, cubesats, and nanosatellites.",20699,$1M to $10M,1/1/2013,year,"Hardware, Manufacturing, Science and Engineering",2,101-250,2,43040000,3,Private,NA,NA,NA,NA,Early Stage Venture,8/6/2018,36040000,Series B,0,2,NA
0,885,Kush Bottles,"Cannabis, Logistics, Medical","Santa Ana, California, United States",Leading supplier of custom child resistant packaging for the marijuana industry,20771,$10M to $50M,12/1/2010,day,"Community and Lifestyle, Food and Beverage, Health Care, Transportation",4,11-50,5,44169000,2,Public,2016-01-08,Made Acquisitions,NA,1,IPO,6/12/2018,36000000,Post-IPO Equity,1,0,NA
0,886,Tenzo Tea,"Retail, Wholesale","Los Angeles, California, United States",Tenzo Tea - Feel the Healthy Energy. ,20782,Less than $1M,7/1/2016,day,Commerce and Shopping,2,11-50,1,250000,NA,Private,NA,NA,NA,NA,Seed,9/1/2017,250000,Seed,0,3,NA
0,887,iTrustCapital Inc.,"Cryptocurrency, Financial Services, FinTech, Trading Platform","Los Angeles, California, United States","Digital asset trading platform to trade Cryptocurrencies and Physical Gold real-time, 24/ in retirement accounts.",20790,NA,1/1/2018,year,"Financial Services, Lending and Investments, Payments, Software",3,11-50,2,3000000,1,Private,NA,NA,NA,NA,Seed,1/1/2019,2000000,Seed,NA,NA,NA
0,888,Avata Intelligence,"Artificial Intelligence, Machine Learning, Natural Language Processing, SaaS","Venice, California, United States",Avata Intelligence provides a Natural Language Assistant (NLA) that automates your information tasks.,20799,NA,1/1/2013,year,"Artificial Intelligence, Data and Analytics, Science and Engineering, Software",4,11-50,1,2500000,1,Private,NA,Was Acquired,NA,NA,M&A,6/7/2016,2500000,Seed,0,2,NA
0,889,Digitzs,"Digital Media, Internet, Payments","Santa Monica, California, United States","We make payments painless for apps, marketplaces and platforms.",20835,$1M to $10M,4/1/2014,day,"Financial Services, Internet Services, Media and Entertainment, Payments",9,1-10,6,8550000,2,Private,NA,NA,NA,NA,NA,6/15/2017,3600000,Venture - Series Unknown,1,2,NA
0,890,Akana,"Cloud Data Services, Cloud Security, Developer APIs, Software","Los Angeles, California, United States",Akana provides a comprehensive suite of API management/security.,20840,NA,1/1/2001,year,"Information Technology, Internet Services, Privacy and Security, Software",1,51-100,3,21000000,7,Private,NA,"Made Acquisitions, Was Acquired",9,1,M&A,3/28/2014,10000000,Undisclosed,35,0,NA
0,891,PopID,"Computer, Identity Management, Software","Los Angeles, California, United States","PopID provides solutions for verifying an individual’s identity based on their face for applications such as loyalty, payment, and entry.",20866,NA,1/1/2016,year,"Consumer Electronics, Hardware, Information Technology, Privacy and Security, Software",1,1-10,1,5000000,2,Private,NA,NA,NA,1,Early Stage Venture,4/19/2019,5000000,Series A,0,9,NA
0,892,ParkMe,"Analytics, Android, Big Data, iOS, Mobile, Mobile Payments, Parking","Santa Monica, California, United States","ParkMe provides parking information to app developers, map makers, and GPS navigation companies.",20887,NA,1/1/2009,year,"Data and Analytics, Financial Services, Mobile, Payments, Platforms, Software, Transportation",2,11-50,2,8297000,3,Private,NA,Was Acquired,NA,2,M&A,10/31/2012,7400000,Series A,NA,NA,NA
0,893,One Step Software,"Real Estate, Rehabilitation, Software, Wellness","Los Angeles, California, United States",One Step is a fast growing technology company in the sober living space.,20892,NA,6/1/2017,day,"Health Care, Real Estate, Software",1,1-10,3,1100000,12,Private,NA,NA,NA,NA,Seed,7/1/2018,1000000,Seed,0,7,NA
0,894,myDevices,"Computer, Internet, Internet of Things, Software","Calabasas, California, United States",myDevices is an online platform that provides its users with personalized IoT solutions.,20896,NA,1/1/2013,year,"Consumer Electronics, Hardware, Internet Services, Software",1,11-50,1,3000000,1,Private,NA,NA,1,1,Early Stage Venture,1/6/2017,3000000,Series A,0,4,NA
0,895,Social Bluebook,"Social Media, Social Media Advertising, Social Media Marketing","Los Angeles, California, United States",Social Bluebook creates tools that empower creators and bring true transparency to the influencer marketplace.,20930,$1M to $10M,5/1/2015,month,"Advertising, Internet Services, Media and Entertainment, Sales and Marketing",2,11-50,2,96374,1,Private,NA,NA,NA,NA,NA,10/17/2017,96374,Equity Crowdfunding,NA,NA,NA
0,896,Menlo Micro,"Electronics, Semiconductor","Irvine, California, United States",MENLO MICRO HAS DEVELOPED THE MOST IMPORTANT TECHNOLOGICAL INNOVATION IN ELECTRONICS SINCE THE TRANSISTOR....THE IDEAL SWITCH,20933,$1M to $10M,12/2/2016,day,"Consumer Electronics, Hardware, Science and Engineering",2,11-50,1,18700000,4,Private,NA,NA,2,NA,NA,12/6/2016,18700000,Venture - Series Unknown,NA,NA,NA
0,897,ICONIC Protein,Wellness,"Santa Monica, California, United States","ICONIC Protein is a Santa Monica-based natural foods company specializing in premium, grass-fed protein drinks.",20958,NA,1/1/2011,year,Health Care,NA,1-10,2,8000000,6,Private,NA,NA,NA,1,Early Stage Venture,9/13/2017,8000000,Series A,NA,NA,NA
0,898,ListReports,"Marketing, Property Management, Real Estate","Orange, California, United States",ListReports is an innovative new startup in the real estate technology industry.,20959,$1M to $10M,2/2/2015,day,"Real Estate, Sales and Marketing",3,51-100,4,1425911,2,Private,NA,NA,NA,1,NA,11/14/2018,555000,Debt Financing,1,3,NA
0,899,Zevia,"Food and Beverage, Grocery, Retail","Culver City, California, United States","Zevia LLC produces zero-calorie diet sodas. It offers sodas in various flavors, such as black cherry, caffeine free cola, cherry cola.",20996,$10M to $50M,1/1/2007,year,"Commerce and Shopping, Food and Beverage",1,11-50,3,24010000,NA,Private,NA,NA,NA,NA,NA,3/23/2015,11780000,Venture - Series Unknown,0,9,NA
0,900,Spherical Defense,"Artificial Intelligence, Cyber Security, Security","Walnut, California, United States",Spherical Defence Labs offers a structured API web application firewall using neural networks.,21025,NA,7/24/2015,day,"Artificial Intelligence, Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",3,NA,4,2024983,6,Private,NA,NA,NA,2,Seed,1/31/2018,2000000,Seed,NA,NA,NA
0,901,Pipeliner CRM,"CRM, Direct Sales, SaaS, Sales Automation, Small and Medium Businesses, Social CRM, Software","Pacific Palisades, California, United States","Pipeliner CRM, a sales enablement tool for Sales management and salespeople – focusing on pipeline management, sales process and analytics.",21124,$1M to $10M,1/1/2009,year,"Information Technology, Sales and Marketing, Software",1,101-250,1,2000000,NA,Private,NA,NA,2,NA,NA,11/19/2013,2000000,Venture - Series Unknown,NA,NA,NA
0,902,ReShape Lifesciences,"Health Care, Medical Device","San Clemente, California, United States",ReShape Lifesciencesis a developer of minimally invasive medical devices to treat obesity and metabolic diseases.,21149,$1M to $10M,1/1/2005,year,Health Care,1,51-100,11,110750000,8,Public,2007-11-16,Was Acquired,NA,4,M&A,7/11/2018,3000000,Post-IPO Equity,48,3,NA
0,903,Champions Round,"Android, Digital Entertainment, eSports, Fantasy Sports, iOS, Mobile, Mobile Apps, Online Games, Sports, Video Games","Los Angeles, California, United States",Fan engagement tools for traditional sports & eSports.,21158,NA,5/14/2018,day,"Apps, Gaming, Media and Entertainment, Mobile, Platforms, Software, Sports",2,1-10,2,780000,NA,Private,NA,NA,NA,NA,NA,3/1/2020,NA,Convertible Note,NA,NA,NA
0,904,Revolution Prep,"EdTech, Education, Skill Assessment, Tutoring","Santa Monica, California, United States",Revolution Prep provides education software and services that enable students to score better at exams.,21182,$10M to $50M,1/1/2002,year,"Education, Software",2,101-250,3,19000000,2,Private,NA,Made Acquisitions,NA,1,Early Stage Venture,5/8/2017,4000000,Series B,0,2,NA
0,905,Beanfields,"Food and Beverage, Food Processing, Health Care","Los Angeles, California, United States",Beanfields's mission is to make the world a healthier place to crunch.,21188,NA,1/1/2010,year,"Food and Beverage, Health Care",1,11-50,3,7000000,3,Private,NA,Was Acquired,1,1,M&A,2/28/2019,NA,Series B,0,1,NA
0,906,Anyone Home,"CRM, Internet of Things, Property Management, Real Estate, Software","Lake Forest, California, United States",Anyone Home is a software and services company focused on engagement in the multi and single-family rental housing market.,21248,$10M to $50M,1/1/2013,year,"Information Technology, Internet Services, Real Estate, Sales and Marketing, Software",1,251-500,5,10481224,1,Private,NA,NA,NA,1,NA,2/8/2019,1674998,Venture - Series Unknown,0,4,NA
0,907,JetSuite,"Aerospace, Travel","Irvine, California, United States",JetSuite owns and operates a fleet of WiFi-equipped JetSuite Edition CJ3s and Phenom 100s available for private jet charter.,21322,$10M to $50M,1/1/2009,year,"Science and Engineering, Travel and Tourism",3,101-250,2,7000000,1,Private,NA,NA,NA,1,NA,10/25/2016,NA,Venture - Series Unknown,0,5,NA
0,908,DEARhealth,"Health Care, Hospital, Medical, Therapeutics","Beverly Hills, California, United States",DEARhealth delivers a platform for value-based chronic disease management,21402,Less than $1M,1/1/2013,year,Health Care,2,1-10,2,6800000,4,Private,NA,NA,NA,1,Early Stage Venture,7/17/2019,6800000,Series A,NA,NA,NA
0,909,Gavelytics,"Artificial Intelligence, Data Visualization, Legal","Santa Monica, California, United States",Gavelytics is a California-based judicial analytics company.,21408,NA,1/1/2016,year,"Artificial Intelligence, Data and Analytics, Design, Information Technology, Professional Services, Science and Engineering, Software",2,11-50,3,5700000,7,Private,NA,NA,NA,NA,Seed,2/28/2018,3200000,Seed,1,3,NA
0,910,Manufactured,"Consumer Goods, Internet, Manufacturing, SaaS, Software, Supply Chain Management","Los Angeles, California, United States",vertical SaaS for contract manufacturing,21416,NA,11/1/2017,month,"Consumer Goods, Internet Services, Manufacturing, Software, Transportation",1,1-10,4,2680000,15,Private,NA,NA,NA,2,Seed,2/20/2019,130000,Seed,NA,NA,NA
0,911,PeakMetrics,"Analytics, Business Intelligence, Digital Marketing, Marketing, Marketing Automation, Natural Language Processing, Politics","Los Angeles, California, United States",PeakMetrics helps organizations leverage data-driven insights to understand media coverage and develop successful digital content faster.,21422,Less than $1M,9/1/2017,month,"Artificial Intelligence, Data and Analytics, Government and Military, Sales and Marketing, Software",3,1-10,2,450000,3,Private,NA,NA,NA,NA,Seed,2/10/2020,NA,Pre-Seed,NA,NA,NA
0,912,CESPPA,"Cyber Security, Information Technology, Internet, Security","Playa Vista, California, United States",Application Security Platform,21427,NA,6/1/2018,month,"Information Technology, Internet Services, Privacy and Security",2,1-10,1,1500000,1,Private,NA,NA,NA,1,Seed,7/19/2018,1500000,Seed,0,1,NA
0,913,OpenHouse,"Big Data, Real Estate","Santa Monica, California, United States","OpenHouse is a better way to find your dream home, and a smarter way to connect you with the agent that can make it yours.",21433,NA,1/1/2010,year,"Data and Analytics, Real Estate",3,11-50,1,13500000,2,Private,NA,"Made Acquisitions, Was Acquired",1,1,M&A,11/19/2015,13500000,Series A,NA,NA,NA
0,914,iGlass Technology,"Energy Efficiency, Green Building, Smart Building, Smart Home, Windows","Irvine, California, United States",iGlass Technology has created “digital blinds” -  durable film with digitally tunable light transmittance - retrofit Smart Windows.,21437,Less than $1M,1/1/2014,year,"Consumer Electronics, Energy, Platforms, Real Estate, Sustainability",2,11-50,8,6000000,2,Private,NA,NA,NA,1,Seed,12/20/2017,200000,Seed,7,4,NA
0,915,Sabio Mobile,"Advertising, Advertising Platforms, Artificial Intelligence, Digital Marketing, Mobile","Santa Monica, California, United States",Sabio Mobile's unique Mobile technology allows for brands to more efficently reach their audiences .,21442,$1M to $10M,3/15/2014,day,"Advertising, Artificial Intelligence, Data and Analytics, Mobile, Sales and Marketing, Science and Engineering, Software",2,11-50,5,4350000,NA,Private,NA,NA,NA,NA,NA,10/1/2017,100000,Convertible Note,0,4,NA
0,916,SpankChain,"Adult, Blockchain, Cryptocurrency, Ethereum","Venice, California, United States",SpankChain is an adult entertainment ecosystem powered by blockchain technology.,21482,NA,1/1/2017,year,"Financial Services, Payments, Software",4,51-100,1,6000000,NA,Private,NA,NA,1,NA,NA,10/1/2017,6000000,Initial Coin Offering,NA,NA,NA
0,917,Tiltify,Crowdfunding,"West Hollywood, California, United States",Tiltify is first crowdfunding site designed to turn your livestreams into a charity fundraiser.,21528,$1M to $10M,1/1/2013,year,Financial Services,1,NA,1,999996,NA,Private,NA,NA,4,NA,Seed,11/22/2017,999996,Seed,NA,NA,NA
0,918,Onestop Internet,"E-Commerce, Fashion, Internet, Retail Technology","El Segundo, California, United States",Onestop Internet is a full-spectrum eCommerce partner backed by blue-chip investors Bessemer Ventures and Fung Capital USA (Li & Fung.),21535,$1M to $10M,1/1/2003,year,"Clothing and Apparel, Commerce and Shopping, Design, Hardware, Internet Services, Software",3,501-1000,2,22450000,2,Private,NA,NA,NA,2,Early Stage Venture,11/29/2011,9150000,Series B,0,1,NA
0,919,MassGenie,"Artificial Intelligence, Communities, Crowdsourcing, E-Commerce, Group Buying, Machine Learning, Marketplace, SaaS, Social Shopping","Irvine, California, United States",SaaS & AI ecommerce solutions for brands and retailers,21560,$1M to $10M,4/1/2016,day,"Artificial Intelligence, Commerce and Shopping, Community and Lifestyle, Data and Analytics, Science and Engineering, Software",3,51-100,4,4700000,3,Private,NA,NA,NA,2,NA,1/4/2019,1000000,Venture - Series Unknown,2,1,NA
0,920,ProSky,"Corporate Training, Employment, Human Resources, Recruiting, SaaS","Irvine, California, United States",Innovatively evaluate candidates for hire and develop employees through succession pathways on one comprehensive platform.,21564,NA,1/1/2015,year,"Education, Professional Services, Software",3,11-50,3,2725000,13,Private,NA,NA,2,1,Seed,9/30/2019,NA,Seed,0,2,NA
