"","Y","id","Organization.Name","Industries","Headquarters.Location","Description","CB.Rank..Company.","Estimated.Revenue.Range","Founded.Date","Founded.Date.Precision","Industry.Groups","Number.of.Founders","Number.of.Employees","Number.of.Funding.Rounds","Total.Funding.Amount","Number.of.Investors","IPO.Status","IPO.Date","Acquisition.Status","Number.of.Events","Number.of.Lead.Investors","Funding.Status","Last.Funding.Date","Last.Funding.Amount.Currency..in.USD.","Last.Funding.Type","IPqwery...Total.Patents","IPqwery...Total.Trademarks","Investment.Stage"
"9",1,9,"J2 Global","Cloud Computing, Digital Media, Internet","Los Angeles, California, United States","J2 Global is a Internet information and services company consisting of a portfolio of brands.",104,"$100M to $500M","1/1/1995","year","Internet Services, Media and Entertainment, Software","2","1001-5000",1,6.5e+08,"NA","Public","1999-07-23","Made Acquisitions","NA","NA","IPO","6/28/2017","650000000","Post-IPO Debt","3","276","NA"
"1578",0,1578,"GVNG.org","Non Profit","Los Angeles, California, United States","GVNG.org is to unleash the world’s capacity for good by making philanthropy accessible to all.",38451,"NA","1/1/2016","year","NA","NA","NA",1,3470248,"NA","Private","NA","NA","NA","NA","NA","10/9/2018","3470248","Venture - Series Unknown","0","7","NA"
"1015",0,1015,"NetObjex","Asset Management, Big Data, Blockchain, Cryptocurrency, Information Technology, Smart Cities, Software","Irvine, California, United States","NetObjex provides a Decentralized Digital Asset Management Platform as a Service using IoT and Distributed Ledger technologies. ",23872,"$1M to $10M","10/14/2015","day","Data and Analytics, Financial Services, Information Technology, Payments, Real Estate, Software","5","51-100",6,620814,"3","Private","NA","Made Acquisitions","5","NA","NA","2/14/2019","25119","Equity Crowdfunding","0","4","NA"
"587",0,587,"Eta Compute","Internet, Software","Westlake Village, California, United States","Eta Compute offers a power embedded computing platform to support machine learning and intelligence in portable devices",13233,"$1M to $10M","1/1/2015","year","Internet Services, Software","3","NA",1,8e+06,"3","Private","NA","NA","3","1","Early Stage Venture","1/23/2018","8000000","Series A","12","4","NA"
"1418",0,1418,"Paramount Pictures","Film Distribution, Film Production, Media and Entertainment","West Hollywood, California, United States","Feature Film Production and Distribution",34287,"NA","5/8/1912","day","Media and Entertainment, Video","1","1001-5000",NA,NA,"NA","Private","NA","Made Acquisitions, Was Acquired","2","NA","M&A",NA,"NA","NA","17","536","NA"
"738",0,738,"ZPower","Battery, Electronics, Health Care, Manufacturing, Medical Device","Camarillo, California, United States","ZPower is a leading developer of rechargeable, silver-zinc batteries for microbattery applications.",16860,"$10M to $50M","1/1/1996","year","Consumer Electronics, Energy, Hardware, Health Care, Manufacturing","1","251-500",7,150437465,"5","Private","NA","NA","2","2","NA","2/2/2018","25000000","Debt Financing","43","7","NA"
"1379",0,1379,"ACTV8me","Digital Entertainment, Telecommunications, Web Hosting","Beverly Hills, California, United States","ACTV8 is a media integration company offers solutions that bridge the gap between internet media platforms and mobile devices in real-time.",33352,"$1M to $10M","1/1/2011","year","Hardware, Internet Services, Media and Entertainment","1","11-50",4,12349709,"NA","Private","NA","NA","NA","NA","NA","9/17/2015","3734871","Venture - Series Unknown","5","6","NA"
"978",0,978,"Gone","Automotive, Collaborative Consumption, E-Commerce, Mobile, Product Design, Retail","Walnut, California, United States","Gone offers you the most value for electronics and gadgets you no longer use without the hassles of pricing, listing, or shipping.",22833,"$1M to $10M","1/1/2013","year","Commerce and Shopping, Design, Mobile, Transportation","4","11-50",6,1900000,"12","Private","NA","Made Acquisitions","NA","1","Seed","4/22/2015","1000000","Seed","NA","NA","NA"
"1232",0,1232,"Pogoseat","Concerts, Enterprise Software, Events, Mobile, Sports, Ticketing","Venice, California, United States","Pogoseat is an enterprise solution for sports teams & concert venues that lets fans upgrade seats & purchase VIP upgrades during events",29313,"$1M to $10M","4/1/2012","day","Events, Media and Entertainment, Mobile, Software, Sports","3","1-10",4,3300000,"24","Private","NA","NA","3","1","NA","11/1/2016","NA","Venture - Series Unknown","0","1","NA"
"617",0,617,"Stasis Labs","Health Care, Health Diagnostics, Medical Device","Los Angeles, California, United States","Stasis has built a cloud-connected vital signs monitoring system that rescues the 11 million under-monitored patients around the world.",13821,"$1M to $10M","2/1/2015","month","Health Care","2","11-50",4,5e+06,"12","Private","NA","NA","NA","1","Seed","5/23/2018","NA","Seed","1","6","NA"
"393",1,393,"Puma Biotechnology","Biotechnology, Medical, Therapeutics","Los Angeles, California, United States","Puma Biotechnology acquires and develops innovative products for the treatment of various forms of cancer.",8653,"$50M to $100M","1/1/2010","year","Biotechnology, Health Care, Science and Engineering","1","251-500",5,674300000,"9","Public","2012-04-20","NA","NA","1","IPO","11/2/2017","100000000","Post-IPO Equity","0","8","NA"
"1435",0,1435,"Hang w/","Android, Celebrity, iOS, Mobile, Photography, Social Media, Video, Video Streaming","Fountain Valley, California, United States","Hang w/ empowers users to stream and broadcast live high-quality video to other phones using their standard wireless service.",34596,"$10M to $50M","3/1/2013","day","Content and Publishing, Internet Services, Media and Entertainment, Mobile, Platforms, Software, Video","2","11-50",1,2e+06,"2","Private","NA","NA","NA","NA","Early Stage Venture","7/16/2013","2000000","Series A","NA","NA","NA"
"1378",0,1378,"Contour Energy","Battery, Electrical Distribution, Electronics, Energy, Manufacturing, Renewable Energy, Sustainability","Azusa, California, United States","Contour Energy is a company of portable power that offers customizable battery technologies for cross-industry applications.",33335,"$50M to $100M","6/1/2007","day","Consumer Electronics, Energy, Hardware, Manufacturing, Sustainability","1","11-50",6,65187875,"7","Private","NA","Made Acquisitions","NA","1","NA","12/31/2014","NA","Venture - Series Unknown","NA","NA","NA"
"1992",0,1992,"Be Well Nutrition","Agriculture, Food and Beverage, Health Care, Nutrition","Los Angeles, California, United States","Be Well Nutrition is a functional nutrition practice utilizing food as a form of medicine.",49482,"$1M to $10M","1/1/2011","year","Agriculture and Farming, Food and Beverage, Health Care","1","NA",1,1e+06,"NA","Private","NA","NA","NA","NA","Seed","6/22/2016","1000000","Seed","0","18","NA"
"239",1,239,"Jinx","Consumer Goods, Nutrition, Wellness","Los Angeles, California, United States","Jinx is a dog wellness brand.",5462,"NA","1/1/2019","year","Consumer Goods, Food and Beverage, Health Care","2","1-10",1,5600000,"10","Private","NA","NA","NA","NA","Seed","11/19/2019","5600000","Seed","0","19","NA"
"562",0,562,"DTT","Hospitality, Retail, Retail Technology","Los Angeles, California, United States","The leading nationwide provider of video-based surveillance & loss prevention services for the hospitality and specialty retail industries.",12450,"$10M to $50M","1/1/1999","year","Commerce and Shopping, Hardware, Software, Travel and Tourism","1","251-500",4,1.47e+08,"3","Private","NA","Made Acquisitions","NA","2","Private Equity","1/9/2018","80000000","Debt Financing","2","7","NA"
"624",0,624,"RadPad","Apps, iOS, Marketplace, Mobile, Real Estate","Los Angeles, California, United States","RadPad is a mobile rental marketplace.",13921,"NA","1/1/2013","year","Apps, Commerce and Shopping, Mobile, Platforms, Real Estate, Software","3","11-50",5,12800000,"20","Private","NA","Was Acquired","4","2","M&A","4/22/2015","9000000","Series A","0","2","NA"
"1791",0,1791,"Happily","Event Management, Events, Wedding","Los Angeles, California, United States","Event teams on demand.",44437,"Less than $1M","6/1/2014","day","Community and Lifestyle, Events, Media and Entertainment","1","1-10",1,6e+05,"NA","Private","NA","NA","NA","NA","Seed","8/25/2015","600000","Angel","0","1","NA"
"1229",0,1229,"OpenCollective","Banking, Consulting, Financial Services, Payments","Walnut, California, United States","OpenCollective enables groups to pull money together and spend it transparently without having to open a legal entity or bank account.",29282,"Less than $1M","10/5/2015","day","Financial Services, Lending and Investments, Payments","1","1-10",3,2e+06,"4","Private","NA","NA","NA","NA","Seed","6/8/2017","2000000","Seed","0","1","NA"
"1483",0,1483,"Jash","Brand Marketing, Digital Entertainment, Digital Media, Media and Entertainment","Culver City, California, United States","JASH is a comedy community founded by partners Michael Cera, Tim & Eric, Sarah Silverman and Reggie Watts.",35803,"NA","3/10/2013","day","Media and Entertainment, Sales and Marketing","9","11-50",1,6e+06,"1","Private","NA","Was Acquired","2","1","M&A","8/30/2016","6000000","Series A","NA","NA","NA"
"1001",0,1001,"K1 Speed","Gaming, Internet, Media and Entertainment, Racing, Social Media","Irvine, California, United States","K1 Speed is an entertainment platform indoor go kart racing.",23410,"$10M to $50M","1/1/2003","year","Gaming, Internet Services, Media and Entertainment, Sports","2","251-500",1,6600000,"1","Private","NA","NA","NA","NA","NA","10/4/2011","6600000","Debt Financing","0","11","NA"
"313",1,313,"Postscript","Advertising, E-Commerce, Enterprise, Marketing, Sales Automation, SMS","Los Angeles, California, United States","Postscript allows users to easily create and manage SMS marketing campaigns with detailed analytics.",7023,"NA","1/1/2018","year","Advertising, Commerce and Shopping, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software","3","1-10",2,4650000,"10","Private","NA","NA","1","2","Seed","12/4/2019","4500000","Seed","0","1","NA"
"718",0,718,"Creative Artists Agency","Association, Brand Marketing, Communities, Sports","Los Angeles, California, United States","Leading entertainment and sports agency",16343,"$100M to $500M","1/1/1975","year","Community and Lifestyle, Sales and Marketing, Sports","2","1001-5000",4,NA,"3","Private","NA","Made Acquisitions","NA","2","Private Equity","9/26/2017","NA","Private Equity","0","21","NA"
"362",1,362,"Onica","Big Data, Cloud Computing, Information Services, Information Technology","Santa Monica, California, United States","Onica is a cloud consulting and managed services company, helping businesses enable, operate, and innovate on the cloud. ",8089,"$1M to $10M","1/1/2013","year","Data and Analytics, Information Technology, Internet Services, Software","2","51-100",1,2e+07,"1","Private","NA","Made Acquisitions, Was Acquired","4","NA","M&A","10/31/2017","20000000","Corporate Round","0","2","NA"
"765",0,765,"Zealot Networks","B2B, Delivery, Digital Media, Enterprise","Venice, California, United States","Zealot is a digital-first media company empowering entrepreneurs by delivering multi-revenue, distribution and development opportunities.",17527,"$1M to $10M","3/1/2014","day","Administrative Services, Media and Entertainment","5","11-50",5,61530105,"7","Private","NA","Made Acquisitions","NA","NA","Early Stage Venture","11/15/2016","30000000","Debt Financing","NA","NA","NA"
"881",0,881,"Ocean Freight Exchange","E-Commerce","Los Angeles, California, United States","AI-marketplace for the non-containerized dry bulk, tanker, and gas freight markets.",20432,"$1M to $10M","1/1/2015","year","Commerce and Shopping","2","11-50",1,3300000,"3","Private","NA","NA","NA","1","Seed","7/1/2018","3300000","Seed","NA","NA","NA"
"274",1,274,"Centerfield","Advertising, Marketing Automation, SEM, Software","Playa Vista, California, United States","Advertising Technology & Search Engine Marketing",6259,"$100M to $500M","1/1/2011","year","Advertising, Internet Services, Sales and Marketing, Software","2","1001-5000",2,1.56e+08,"2","Private","NA","Made Acquisitions, Was Acquired","NA","2","M&A","1/31/2017","156000000","Venture - Series Unknown","0","5","NA"
"602",0,602,"Esports One","Analytics, Artificial Intelligence, Computer Vision, Data Visualization, eSports, Fantasy Sports, Gaming, Machine Learning, Video Games, Video Streaming","Santa Monica, California, United States","Real-time esports data & analytics company that utilizes computer vision and deep learning to enrich the esports experience.",13443,"$1M to $10M","11/1/2016","month","Artificial Intelligence, Content and Publishing, Data and Analytics, Design, Gaming, Hardware, Information Technology, Media and Entertainment, Science and Engineering, Software, Sports, Video","2","11-50",2,3250000,"5","Private","NA","NA","1","3","Seed","1/23/2018","3000000","Seed","NA","NA","NA"
"338",1,338,"WME","Advertising, Digital Entertainment, Film, Music, Theatre","Beverly Hills, California, United States","William Morris Endeavor (WME) is primarily a talent agency representing artists across every entertainment sector.",7522,"$10M to $50M","1/1/2009","year","Advertising, Media and Entertainment, Music and Audio, Sales and Marketing, Video","1","501-1000",2,2.5e+08,"2","Private","NA","Made Acquisitions","NA","2","Private Equity","3/23/2016","250000000","Private Equity","0","1","NA"
"772",0,772,"TYFFON","Apps, Augmented Reality, Location Based Services, Mobile, Virtual Reality","Santa Monica, California, United States","TYFFON is the company developing immersive contents with VR/AR/xR technologies, and operating the venues with Free Roam VR experiences.",17681,"$1M to $10M","11/11/2011","day","Apps, Data and Analytics, Hardware, Internet Services, Mobile, Navigation and Mapping, Software","2","51-100",6,12300000,"11","Private","NA","NA","1","3","Early Stage Venture","5/20/2019","7800000","Series A","NA","NA","NA"
"1682",0,1682,"Electric Entertainment","Film, Film Production, TV Production","Los Angeles, California, United States","Electric Entertainment is a full service film, television, and new media production company and studio.",41071,"NA","1/1/2013","year","Media and Entertainment, Video","1","11-50",1,5e+07,"1","Private","NA","NA","NA","NA","NA","5/19/2014","50000000","Debt Financing","NA","NA","NA"
"1000",0,1000,"Elixxir","Blockchain, Developer Platform, Messaging, Payments","Los Angeles, California, United States","Fullstack Blockchain Platform - Speed, Privacy, Scalability, Security",23348,"NA","1/1/2017","year","Financial Services, Information Technology, Internet Services, Messaging and Telecommunications, Payments, Software","1","11-50",2,9e+06,"1","Private","NA","NA","3","1","Seed","10/24/2018","8500000","Seed","NA","NA","NA"
"1530",0,1530,"Absorption Pharmaceuticals","Biotechnology, Manufacturing, Pharmaceutical","Huntington Beach, California, United States","Absorption Pharmaceuticals (AP), LLC., founded in 2008 and based in Newport Beach, CA, is the manufacturer of PROMESCENT.",37109,"$1M to $10M","1/1/2008","year","Biotechnology, Health Care, Manufacturing, Science and Engineering","1","1-10",1,1200000,"NA","Private","NA","NA","NA","NA","NA","2/14/2014","1200000","Venture - Series Unknown","NA","NA","NA"
"1115",0,1115,"Wheel","Apps, Mobile, Video, Video on Demand","Santa Monica, California, United States","Wheel is an app that was designed to make mobile videos watchable and shareable.",26277,"NA","1/1/2012","year","Apps, Media and Entertainment, Mobile, Software, Video","2","1-10",1,2e+06,"6","Private","NA","Was Acquired","NA","1","M&A","4/23/2015","2000000","Seed","NA","NA","NA"
"1362",0,1362,"Prodoscore","Artificial Intelligence, Software","Irvine, California, United States","Prodoscore provides insights into sales performance and time management metrics.",32877,"NA","1/1/2016","year","Artificial Intelligence, Data and Analytics, Science and Engineering, Software","2","11-50",1,1100000,"NA","Private","NA","NA","1","NA","Seed","4/22/2019","1100000","Seed","NA","NA","NA"
"523",0,523,"Workpop","Internet, Recruiting, Small and Medium Businesses, Software","Santa Monica, California, United States","Workpop is a seamless hiring platform for small and medium businesses.",11690,"NA","2/1/2014","month","Internet Services, Professional Services, Software","4","11-50",3,16100000,"18","Private","NA","Was Acquired","NA","1","M&A","4/1/2016","8200000","Venture - Series Unknown","0","5","NA"
"722",0,722,"Steereo","Advertising, Automotive, Big Data, Media and Entertainment, Music","Los Angeles, California, United States","Media Company, Music Discovery,  Streaming App for Drivers",16474,"NA","9/1/2017","month","Advertising, Data and Analytics, Media and Entertainment, Music and Audio, Sales and Marketing, Transportation","4","11-50",1,2300000,"7","Private","NA","NA","NA","NA","Seed","9/1/2019","2300000","Seed","NA","NA","NA"
"1016",0,1016,"Mullen Technologies","Automotive, Manufacturing","Brea, California, United States","Mullen Technologies is a pre-IPO car manufacturer and distributor",23890,"$1M to $10M","1/1/2014","year","Manufacturing, Transportation","NA","NA",1,3076840,"NA","Private","NA","NA","NA","NA","NA","1/20/2016","3076840","Venture - Series Unknown","1","0","NA"
"81",1,81,"Tala","Big Data, Credit, Financial Services, Information Technology, Mobile, Software","Santa Monica, California, United States","Tala is a mobile technology and data science company that is oriented around financial services in emerging markets.",1876,"$50M to $100M","10/1/2011","day","Data and Analytics, Financial Services, Information Technology, Lending and Investments, Mobile, Software","1","501-1000",9,204439706,"23","Private","NA","NA","2","5","Late Stage Venture","8/21/2019","110000000","Series D","NA","NA","NA"
"535",0,535,"Quality Systems","Biotechnology, Health Care, Medical","Irvine, California, United States","Quality Systems develops healthcare information systems that automate medical and dental practices.",11869,"$500M to $1B","1/1/1974","year","Biotechnology, Health Care, Science and Engineering","1","1001-5000",3,323394037,"2","Public","1982-12-10","Made Acquisitions","NA","2","IPO","4/2/2018","300000000","Post-IPO Debt","0","7","NA"
"570",0,570,"Centercode","Consulting, Market Research, Product Research, SaaS, Software","Laguna Hills, California, United States","Centercode is a SaaS Customer Validation company providing the platform and services for Alpha, Beta, and Field Tests.",12671,"$1M to $10M","5/5/2001","day","Data and Analytics, Design, Software","4","51-100",2,7500006,"2","Private","NA","Made Acquisitions","6","2","NA","7/12/2019","3999996","Venture - Series Unknown","NA","NA","NA"
"536",0,536,"Anine Bing","E-Commerce, Internet, Retail, Shopping","Los Angeles, California, United States","ANINE BING offers luxurious staples, wardrobe basics and statement pieces that are current and timeless.",11880,"$10M to $50M","1/1/2012","year","Commerce and Shopping, Internet Services","1","NA",1,1.5e+07,"3","Private","NA","NA","NA","1","Early Stage Venture","9/1/2018","15000000","Series A","0","6","NA"
"154",1,154,"CATASYS","Health Care, Hospital, Medical","Santa Monica, California, United States","Catasys provides health management services for health plans, employers and unions through a network of licensed healthcare providers.",3459,"$10M to $50M","1/1/2009","year","Health Care","1","11-50",16,79149480,"3","Private","NA","NA","NA","3","NA","9/24/2019","45000000","Debt Financing","0","3","NA"
"607",0,607,"Diality","Health Care, Health Diagnostics, Medical, Medical Device","Irvine, California, United States","Diality is a medical device company creating a patient-centric, portable, simple, and smart dialysis machine",13603,"$10M to $50M","1/1/2018","year","Health Care","NA","11-50",2,1.8e+07,"NA","Private","NA","NA","NA","NA","Early Stage Venture","6/12/2019","10000000","Series A","10","2","NA"
"1102",0,1102,"Qmerit","Building Maintenance, Computer, SaaS, Software, Supply Chain Management","Irvine, California, United States","Qmerit is a SaaS supply chain solution improving service quality and reducing operating costs for OEM's, facility managers, and contractors.",25836,"Less than $1M","1/1/2015","year","Consumer Electronics, Hardware, Real Estate, Software, Transportation","1","11-50",2,13775000,"4","Private","NA","NA","NA","1","NA","4/5/2018","11750000","Venture - Series Unknown","0","3","NA"
"358",1,358,"Four Sigmatic","Fitness, Food and Beverage, Health Care, Nutrition, Wellness","Santa Monica, California, United States","Four Sigmatic is make drinking mushrooms easy with their mushroom coffees, elixirs, and superfood blends.",7927,"$10M to $50M","1/1/2012","year","Food and Beverage, Health Care, Sports","2","11-50",4,5377053,"1","Private","NA","NA","2","NA","NA","12/11/2018","5377053","Venture - Series Unknown","NA","NA","NA"
"1251",0,1251,"MedAnswers","Android, Big Data, Fertility, Genetics, Health Care, iOS, Medical, Wellness","San Pedro, California, United States","A health tech company disrupting how those struggling to conceive access specialty fertility care through the best of science and tech.",29702,"$1M to $10M","12/6/2016","day","Biotechnology, Data and Analytics, Health Care, Mobile, Platforms, Software","1","11-50",2,5145702,"2","Private","NA","NA","NA","NA","Seed","8/13/2019","5000000","Seed","0","1","NA"
"1314",0,1314,"Pulse Aerospace","Aerospace, Drones, Security","Simi Valley, California, United States","Pulse Aerospace develops helicopter Unmanned Aircraft Systems",31407,"Less than $1M","1/1/2011","year","Consumer Electronics, Consumer Goods, Hardware, Privacy and Security, Science and Engineering","2","11-50",1,21223400,"NA","Private","NA","NA","1","NA","NA","1/6/2015","21223400","Venture - Series Unknown","NA","NA","NA"
"902",0,902,"ReShape Lifesciences","Health Care, Medical Device","San Clemente, California, United States","ReShape Lifesciencesis a developer of minimally invasive medical devices to treat obesity and metabolic diseases.",21149,"$1M to $10M","1/1/2005","year","Health Care","1","51-100",11,110750000,"8","Public","2007-11-16","Was Acquired","NA","4","M&A","7/11/2018","3000000","Post-IPO Equity","48","3","NA"
"1649",0,1649,"Swelly","Information Technology, Software","Marina Del Rey, California, United States","Swelly helps people to make better decisions in a unique voting experience on iOS & Android as well as our multiplatform Swelly chatbot",40404,"Less than $1M","4/22/2015","day","Information Technology, Software","3","11-50",2,6e+05,"3","Private","NA","NA","NA","1","Seed","2/2/2016","300000","Seed","0","1","NA"
"885",0,885,"Kush Bottles","Cannabis, Logistics, Medical","Santa Ana, California, United States","Leading supplier of custom child resistant packaging for the marijuana industry",20771,"$10M to $50M","12/1/2010","day","Community and Lifestyle, Food and Beverage, Health Care, Transportation","4","11-50",5,44169000,"2","Public","2016-01-08","Made Acquisitions","NA","1","IPO","6/12/2018","36000000","Post-IPO Equity","1","0","NA"
"50",1,50,"Honey","Coupons, E-Commerce, Retail, Shopping","Los Angeles, California, United States","Honey helps people make smarter choices when they shop online.",1046,"$10M to $50M","10/1/2012","day","Commerce and Shopping","2","251-500",4,31800000,"12","Private","NA","Was Acquired","2","2","M&A","10/24/2017","26000000","Series B","3","25","NA"
"692",0,692,"TutorMe","EdTech, Education, Internet, Tutoring","Los Angeles, California, United States","TutorMe is an online education platform that offers on-demand tutoring and online test preparation courses. ",15609,"NA","10/13/2013","day","Education, Internet Services, Software","5","11-50",2,1300000,"1","Private","NA","Was Acquired","NA","1","M&A","9/11/2018","100000","Seed","0","2","NA"
"190",1,190,"Ephesoft","Finance, Financial Services, Software","Laguna Hills, California, United States","Intelligent Document Capture Platform",4374,"$10M to $50M","1/1/2010","year","Financial Services, Software","1","101-250",1,1.5e+07,"1","Private","NA","NA","5","1","Early Stage Venture","7/11/2017","15000000","Series A","5","1","NA"
"538",0,538,"SurveySparrow","Market Research","Walnut, California, United States","SurveySparrow lets you collect feedback naturally, gain insights and make better decisions.",11910,"NA","3/2/2017","day","Data and Analytics, Design","2","11-50",1,1425000,"1","Private","NA","NA","NA","1","NA","4/2/2019","1425000","Venture - Series Unknown","NA","NA","NA"
"1544",0,1544,"Metronom Health","Health Care, Medical","Laguna Hills, California, United States","Metronom Health, Inc. develops and markets continuous glucose monitoring systems for diabetes management.",37433,"NA","1/1/2009","year","Health Care","NA","1-10",1,5300000,"1","Private","NA","NA","NA","1","NA","9/4/2014","5300000","Venture - Series Unknown","1","0","NA"
"1709",0,1709,"AgentRisk - Superhuman Wealth Management","Artificial Intelligence, Financial Services, FinTech, Wealth Management","Los Angeles, California, United States","Automated portfolio management & option strategies, all managed by A.I.",42005,"NA","8/1/2015","day","Artificial Intelligence, Data and Analytics, Financial Services, Science and Engineering, Software","2","11-50",1,3e+05,"NA","Private","NA","NA","NA","NA","Seed","12/11/2016","300000","Angel","NA","NA","NA"
"1006",0,1006,"Estify","Auto Insurance, Automotive, Autonomous Vehicles, Software","Los Angeles, California, United States","Estify provides software for the automotive collision industry.",23473,"NA","1/1/2012","year","Financial Services, Software, Transportation","3","51-100",6,8774000,"5","Private","NA","NA","NA","3","Early Stage Venture","9/26/2016","6300000","Series A","0","1","NA"
"1855",0,1855,"AtheroNova","Biotechnology, Pharmaceutical","Irvine, California, United States","AtheroNova develops compounds to safely regress atherosclerotic plaque for the treatment and prevention of cardiovascular diseases",45988,"NA","1/1/2006","year","Biotechnology, Health Care, Science and Engineering","NA","1-10",2,2406500,"NA","Public","2012-06-27","NA","NA","NA","IPO","9/16/2014","500000","Debt Financing","1","1","NA"
"1291",0,1291,"Gold Star Food Service","Logistics, Nutrition, Supply Chain Management","Ontario, California, United States","Gold Star Foods Inc. began operations in 1966 as a distributor of meat products primarily to coffee shops in the Los Angeles area.",30804,"$100M to $500M","1/1/1966","year","Food and Beverage, Health Care, Transportation","NA","251-500",1,4e+07,"1","Private","NA","Made Acquisitions, Was Acquired","NA","1","M&A","3/27/2017","40000000","Private Equity","NA","NA","NA"
"224",1,224,"Cargomatic","Logistics, Public Transportation, Shipping, Transportation","Venice, California, United States","Cargomatic is a platform for connecting local shippers and local truckers in real-time.",5154,"$10M to $50M","1/1/2013","year","Transportation","3","51-100",8,55826990,"28","Private","NA","NA","NA","5","Early Stage Venture","8/15/2018","35000000","Series B","0","10","NA"
"574",0,574,"Sellbrite","E-Commerce, SaaS, Software","Pasadena, California, United States","Sellbrite is an online multichannel ecommerce platform.",12719,"$1M to $10M","1/1/2013","year","Commerce and Shopping, Software","2","11-50",6,2768284,"7","Private","NA","Was Acquired","1","1","M&A","12/8/2017","403819","Debt Financing","NA","NA","NA"
"1473",0,1473,"GenieDB","Cloud Data Services, Database, Information Technology","San Juan Capistrano, California, United States","GenieDB seamlessly manages database replication with globally distributed MySQL-as-a-Service with availability and fast response times.",35532,"NA","1/1/2008","year","Data and Analytics, Information Technology, Internet Services, Software","NA","11-50",3,7570000,"3","Private","NA","NA","NA","NA","Seed","7/28/2014","3500000","Debt Financing","NA","NA","NA"
"302",1,302,"3PL Central","Enterprise Software, Information Technology, Software","Manhattan Beach, California, United States","3PL Central is a warehouse management software",6787,"$1M to $10M","1/1/2006","year","Information Technology, Software","1","11-50",1,17500000,"1","Private","NA","Made Acquisitions","NA","1","NA","12/3/2015","17500000","Venture - Series Unknown","NA","NA","NA"
"1101",0,1101,"tökr","Cannabis, Software","Marina Del Rey, California, United States","Delivering a personalized cannabis experience",25790,"Less than $1M","1/1/2016","year","Community and Lifestyle, Food and Beverage, Health Care, Software","2","11-50",2,1e+06,"1","Private","NA","NA","NA","1","Seed","7/17/2019","1000000","Seed","NA","NA","NA"
"1911",0,1911,"Szent","Food and Beverage","Los Angeles, California, United States","Szent is a beverage startup innovating the water category.",47377,"NA","1/1/2018","year","Food and Beverage","NA","1-10",1,2200000,"1","Private","NA","NA","NA","1","Seed","2/22/2019","2200000","Seed","10","11","NA"
"1170",0,1170,"PayForward","Financial Services","Valencia, California, United States","PayForward is the Social Financial Platform that moves you forward.",27709,"NA","1/1/2013","year","Financial Services","NA","101-250",3,13499995,"NA","Private","NA","NA","NA","NA","NA","11/6/2017","4999996","Venture - Series Unknown","2","6","NA"
"1133",0,1133,"Cercacor","Fitness, Health Care, Hospital, Information Technology, Medical Device, Software","Irvine, California, United States","Cercacor, innovator of non-invasive, easy-to-use monitoring technologies, is proud to introduce Ember.",26782,"$1M to $10M","1/1/1998","year","Health Care, Information Technology, Software, Sports","1","11-50",2,7894140,"NA","Private","NA","NA","1","NA","NA","11/29/2017","4894140","Venture - Series Unknown","3","0","NA"
"157",1,157,"Skyryse","Aerospace, Air Transportation, Internet, Transportation","Los Angeles, California, United States","Skyryse is an air mobility company on a mission to connect everyone with the people and places that matter most.",3487,"$1M to $10M","1/1/2016","year","Internet Services, Science and Engineering, Transportation","2","11-50",3,3.8e+07,"11","Private","NA","NA","NA","1","Early Stage Venture","12/17/2019","13000000","Series B","9","6","NA"
"1187",0,1187,"Accelerize","Advertising, Lead Generation, Marketing, SaaS","Los Angeles, California, United States","Accelerize operates a scalable SaaS-based platform providing a complete online tracking solution for advertisers.",28191,"$10M to $50M","1/1/2001","year","Advertising, Sales and Marketing, Software","NA","11-50",5,12045500,"3","Public","2008-01-09","NA","NA","1","IPO","5/7/2016","8000000","Debt Financing","0","2","NA"
"156",1,156,"Good Money","Banking, FinTech, Mobile Apps","Marina Del Rey, California, United States","Good Money (goodmoney.com) is a conscious digital banking platform.",3471,"$1M to $10M","1/1/2018","year","Apps, Financial Services, Lending and Investments, Mobile, Software","6","NA",3,3e+07,"19","Private","NA","NA","1","1","Early Stage Venture","3/18/2019","NA","Series A","0","29","NA"
"1981",0,1981,"Hallmark Channel","Broadcasting, Digital Entertainment, TV Production","Studio City, California, United States","Hallmark Channel is the quintessential 24-hour television destination for family-friendly programming and a leader in the production.",49137,"NA","1/1/1994","year","Media and Entertainment, Video","NA","251-500",NA,NA,"NA","Delisted","2000-05-12","NA","NA","NA","IPO",NA,"NA","NA","NA","NA","NA"
"1377",0,1377,"Repurpose","Environmental Consulting, Renewable Energy, Sustainability","Los Angeles, California, United States","To get rid of single use petroleum based plastic products.",33302,"Less than $1M","1/1/2009","year","Energy, Professional Services, Sustainability","2","11-50",5,1255000,"3","Private","NA","NA","NA","NA","NA","9/9/2019","NA","Venture - Series Unknown","0","5","NA"
"760",0,760,"Xfire","Gaming, PC Games, Video Games","Santa Monica, California, United States","Xfire provides social gaming and networking services, shares in-game screen shots and videos, and live-streams gameplay.",17393,"NA","1/1/2002","year","Gaming","3","11-50",6,19500000,"10","Private","NA","Was Acquired","NA","4","M&A","5/21/2012","3000000","Venture - Series Unknown","NA","NA","NA"
